"HolderAddress","Quantity","PendingBalanceUpdate"
"0xb5d26158102181dc4ceee75f260a60debd752e45","2","No"
"0xa9d7a10969ab58c4ebd26d187e98a8412258f7f0","2","No"
"0x8e52335735c3ca7f969c4ec66bf4cd38b0741f31","2","No"
"0x425069cb2e47d3cc8d50a1d3139db25a226ecdad","2","No"
"0xed62985be1fa7d86adf2a5b7dad5e61cc80929df","2","No"
"0x248e3f667d1c4dfde7d6fbeed82502b992a7ccb7","2","No"
"0xdff81911946159c744df694d80e1aa6655b19c20","2","No"
"0xda5c62c9773bdee4f81587b454f57d7767a889a9","2","No"
"0x9e29a34dfd3cb99798e8d88515fee01f2e4cd5a8","2","No"
"0xb1b2e20595af1c94fbc1308ec65c54c9853309f5","2","No"
"0x9cd97cc3425eb994503f6e3a580f1992278275d8","2","No"
"0x1edf13b95c8d0b96fb21a4891c53f628f60fe8cd","2","No"
"0x6948eed2a625e74ca0ad93f009c142297566a0d9","2","No"
"0x94809d9d34f52501597d203cb4a8597c504ddb61","2","No"
"0xbf5910b34bff0a843e69c129cef865fca4f5eeeb","2","No"
"0x19bafb19c71ace7dd16843f4c11f81faa6fbf62e","2","No"
"0xa9a620a02425716b0173f287c69aa825da7395b8","2","No"
"0x2dc820ae955aa5a34cd073f72b76e127cd7bed1d","2","No"
"0x3623e9f487a471e73a10fd8173dffdceddfdb84f","2","No"
"0xf14e7f0c9f02cd587f28c0c4148e943714a3f137","2","No"
"0xab8abdd6b3eecd317c2ba93fd02e9cef29ec6925","2","No"
"0x1a86f60613316cf777c47a0441536dc2effc998e","2","No"
"0x750acaeb9c1d61596694ea7bfe8458a74147fa45","2","No"
"0x0820452f3a716e14a01553ad77d4067460b8b84a","2","No"
"0x1f6fb9e675eeba6e00bcbb225a47b81810d9c20e","2","No"
"0x4b798306763d6d89e5cb11e6e859462bf4e8062a","2","No"
"0xa723045326e619727fd283a865f5a2732911eb25","2","No"
"0xdf4d35469672c13d12ba728836e15ecd503c3ab4","2","No"
"0x96db170f48411c7563b6f64d77f8961a8f95a4b9","2","No"
"0xd395ab488a9972de8be9147e879f3cbc7bf617f6","2","No"
"0xd58c20397dc379f2b44fec15fcb697480e8f39b7","2","No"
"0x60dad8350bba2b4f2c8fbe5d1c2a25d79a1fc8d5","2","No"
"0x4d3c9a0ab4137391251e937a62129b825bdb21c1","2","No"
"0x6f2fc07bef63cbecfaa30af9ff9a5544b6665cc8","2","No"
"0xdd25b785453e0b222f5511e5c4cebf62bc34ffb5","2","No"
"0x947f9d5d752f054f903091f638bb93296e9aec31","2","No"
"0xb34f43eb5256e3ad582bc87bd15282e42014edfc","2","No"
"0x436d26cdee26f77b44c420a72c3f3d41945290d6","2","No"
"0x46e07dd5dd18c129659349b5c9e95a1fbd36f879","2","No"
"0x630e03839a465a94e1389452b3253cbb82174a1e","2","No"
"0x6c6d245adedc9447367cb5eca156f382b3cb65be","2","No"
"0x10ad610b55ff75d54118dace05074eb3a471c152","2","No"
"0x09ebaf823f06b5f5b401c1750285e87198b00b7d","2","No"
"0x86987e6ac41807cc261eec4fbb45ec2ac08460d9","2","No"
"0xbb2f890b506fc8d73e4688dfcd276bea04d1225c","2","No"
"0xde112b77a1a72c726d8c914c23dceaa53273c351","2","No"
"0x9e78e815ea00d53598a305ac3beded49832b4b2a","2","No"
"0x877ece89d5b1cd4de600f9f3ac87fd8089b3dbff","2","No"
"0xbb01bfa9171ca3f3acf86393bf51e871812d1684","2","No"
"0x804fef7a32213d73aa42d0cf40beb2af8e7a89d7","2","No"
"0x0ed72f08e2dd182b05ea4ab13a8df149e2996e13","2","No"
"0x85bdd00ac553b49f6d890fb67dd4604556779fb5","2","No"
"0xdae4ecee9a568f3dce67493ea3fcb4559dd3f698","2","No"
"0xa5769d3bf4ed8c3a1db49a87187ec42f92476462","2","No"
"0x14b650e29ac40a403a4fb5ba21fe8a30c94e0af5","2","No"
"0x41c55002e208a29ff8835f7d82dccf1cea914134","2","No"
"0xc4a959af92b73b3d783fa2569f1f9776d2136ce9","2","No"
"0xf5fff32cf83a1a614e15f25ce55b0c0a6b5f8f2c","2","No"
"0xdc13e4686a9dec6759f226beb8e6eeacdd5d81b1","2","No"
"0x3539c3d7176dd5d1d44f5c6be911380f07daec3d","2","No"
"0x53e03294aaef51f774d0b5d4265f7c59d9e67d4f","2","No"
"0xb2255974ad1364acce5f1211d2633de3247958f7","2","No"
"0x38bc11a080e20e83e203f081edccce72347d9430","2","No"
"0x779a1614fdad07344e3846551013908e4e2d3daf","2","No"
"0x11b4b317755c037b8f6ee413fc313ea6b9d577e3","2","No"
"0x6e7609bbc3701f42ea56e068841cdc0955e7feec","2","No"
"0x622b3565cad3b91c35a7dde9ace8255fe2c70315","2","No"
"0x7bd8858e1b4e211fd5075d34f82b8287b4821acc","2","No"
"0xc4cdb1f30c101fbcb86849a6d7f02431dc1c7983","2","No"
"0x9a994e0c53e9c19708ce7bc80ff702cf558533c3","2","No"
"0xd57573db24a75a803d07beefdc8ea1cad7659e43","2","No"
"0x7aee981e5a9c8e416834c2ddcd5fd68ca6691ef3","2","No"
"0xab73488436caf6e581df7b5803a3e5a797b039c9","2","No"
"0x26610e89a8b825f23e89e58879ce97d791ad4438","2","No"
"0x6c077bd2b8bf5526ad5cb18ff712dbde7192a570","2","No"
"0x4f83be8f9fd7ef7b83905465ec154f598992433b","2","No"
"0xcb415344cd0fc552ce7b48ee9375991ff5865895","2","No"
"0x3c7c8e319e4d7e01a836cce81cacc11bea2caab7","2","No"
"0x63c0d4bcae2e01e40ca046db22a5c666bdab1f80","2","No"
"0xbcef585a7f18450442bc0ff2d91929c8d7606aa8","2","No"
"0x8fc5d6afe572fefc4ec153587b63ce543f6fa2ea","2","No"
"0x22379ff016d0b4310db1a93c78ee3375da404fc3","2","No"
"0x72b46620c24e07465af9529c6e1b5fbabf4b0ce5","2","No"
"0x64903187cd7bf14d777b94bf18fe55ef27a6e5e8","2","No"
"0x9dc9d9d428cd616a292a913ceb31557b6f2882c7","2","No"
"0x904c0fb465eda7206ae1d3e5545abb44db0849cb","2","No"
"0x7d9e91a8a47eb553cbfd323e7633c0c213327124","2","No"
"0xe0be784b3b36332bb8c1aa98f00f57db532b3341","2","No"
"0x5f8294b5c9854554104e27cf1db4d9ca76cc3894","2","No"
"0x5513beed7a5b6888969a5b2e6d8c9ae023c3a89f","2","No"
"0xe9489d0ab4f02f9159d55cc2339de98e23d83b9c","2","No"
"0xb10be513804c0367e6c84c5a26b465c2bb8ffa92","2","No"
"0x3d42690882538313cb6f77b909c169609f44d445","2","No"
"0x75884ab876143868b5cc362068c0c9c9b9336685","2","No"
"0x69f194b5970a953d32163f10403baa8f3b6da2bb","2","No"
"0x6f5ce4039a89915aede563c6952870105477bdbc","2","No"
"0x3dc1a53c700a061741551c0eb909377c7d4b4017","2","No"
"0xb8e5b09ee4c2bf9448f8d8887b4e9f2ffc179192","2","No"
"0xb9c29df8330fc0f14a6dda361d29023b06a1957c","2","No"
"0x194d72ced0d719c34d7b4c2fd203504c093446d7","2","No"
"0xb5cc80d2423bf3a47163ddbabe7a49e0473173fb","2","No"
"0xd686b46f6390d5c358f2613c25364a1e3606984c","2","No"
"0x18e41bb2205e0d87ce94474411d49c035c15b062","2","No"
"0x82c6869ae1aa49366ee040a088ddfb5f2cabc3e4","2","No"
"0x535278f478c177169b7314f74fcc2a310a87422e","2","No"
"0xb1f32d7bbd638a91eaa2e7c28ac838361529e13f","2","No"
"0xe72bd07e0caa735bacc8d9794198969d726016b3","2","No"
"0x753fca16bbd77696d92f5b91ef423aa82e6b8d53","2","No"
"0xb3a3e2046856633feaedf4ec83de3ea17d8706fe","2","No"
"0x5e507f10f245ee1e401991bce1d3186b07b8b647","2","No"
"0x4f32034295b1ecd03ee5bb6be4dff7a197415cb0","2","No"
"0x559576a27a9a80c8de7c29a00c40f8444191ddad","2","No"
"0x3bbebf87b8db82f59873acd450bca31caf61de12","2","No"
"0x2dbe1c799bd083078ffd1bd612c09d1677edcd8f","2","No"
"0x3c927ac5a2356509e956acdfdc8fd90a5942997d","2","No"
"0x892cb2e7348c80dca3bb4b6c2b4be61a89a58538","2","No"
"0xe01bc8fb067cc86c6a17b824ca781cd70d0e2da2","2","No"
"0xe1b048f4af9cf771829a5bad6e77d636be2ca3f4","2","No"
"0x8c371032fb08fd810eb4ac0148df48ce922ae95a","2","No"
"0x7a5dbdee31c85d8b8fbff8a132c4507c2fe7e889","2","No"
"0x0374f1f6e397d29babceef945b66868e96003db8","2","No"
"0xd3881d362b047645b8dcd26515c66e5ba7fc8934","2","No"
"0xce9612434c4e125c1365bc41b7684c7651dc0734","2","No"
"0xadee12afea8be89faee3e9f0000fc6d1743c9a0e","2","No"
"0x5a8fbae38858e37c59190da35bc8bbbbe19a7f3e","2","No"
"0x54ceae4f598c2fdba13c8d2fe60bc49c22abf7b5","2","No"
"0x313423b44366a60a88fdfcddf9b4e0e01995ddc6","2","No"
"0x96afa4490f2c3fd6dede789cddf1cdd5d66257fc","2","No"
"0xbaf7b33ec9af4fd874ad9052dad94cefb57a9c1d","2","No"
"0xf5f774624e4bafa19ee1e22b3187e4bef8151bb0","2","No"
"0xc03045ea261fb94fcf7d236cf768b43bed694f21","2","No"
"0x2ba5c3c28b9dd88d74020d5b3682c23d0bdb9932","2","No"
"0xe76307f465f34ea77063d32093096c73c9181d6e","2","No"
"0x905b4792c505221afcb60a0c027186a2ef93f2be","2","No"
"0xd43240075fa8fcde9795a26cd37094de36def684","2","No"
"0xb29ea19061a2acea22d82d75052c20dcbbc8cc76","2","No"
"0x8678e9180e302c036b18378de87dcac3658173e2","2","No"
"0x296ce923ed04944dc750cc855f842b6124250b15","2","No"
"0x15013d8cdecd75e5474b474c6980a8a9ad67027c","2","No"
"0xc042e1309ca0dc3b9b21674ac49b1abdab66b9b4","2","No"
"0x98ecb0646ebfbc70299350a855a56fe711a1287e","2","No"
"0xa10ed2785b46130de1ab01518a302dcd66b25b0a","2","No"
"0xab25e69fd1f5bb4d4727365282c42ee462003a3a","2","No"
"0xe2cea837ac34820597549fe37fce63ee1725f8b1","2","No"
"0xf4e423ce220e4d9fedcfebcd755ff9d37dc244b2","2","No"
"0x42d3b1e30f39191f6da2701e31cfc82574ea14d5","2","No"
"0xcf2021f746fdfb393fa5440cc031bddcd11e1ba9","2","No"
"0xe30702d7a257ebbe2a0d7f870bc6b36898a865c8","2","No"
"0x2c7178c01c1dd01b4200589a43b1d17fd6220afb","2","No"
"0x2b444c80202aa560b2e3cafebde52f4a8f61621c","2","No"
"0x6973b8742b28ba1fc27ca6ceb0127bd7964d09da","2","No"
"0x012a9bac3c4e9c57bbad9bae6ad313a051b2bb01","2","No"
"0x8d2d196ebd5f0b99be7febd0453516d4dddb8918","2","No"
"0x60951a5e8b833144b4b9a482e4b8b72a7e9a6286","2","No"
"0x20c6f73a8f39cba0597b8bba1073cd515e4d7edf","2","No"
"0x2b3a806e26e66b2377202cf99e181b61ba82972b","2","No"
"0x91877eb3bd627b27214925cd2992140ceaa72361","2","No"
"0x39d3c5171d031653b476adfc9560826b8dcdb09e","2","No"
"0x85ef74f0dbc555c01bc68ba1f248b1bf1d9f3c59","2","No"
"0x964b92f2f2aa794f7b44455ec220c01874f6fed6","2","No"
"0xc790f2cb0aff4a1211d0d11d86decf8d78010403","2","No"
"0x92c91e0ae69264c52b630ad522eb9781cda31d82","2","No"
"0xe1c22662f4f1320c6e5319d002b3c3d52f0d0135","2","No"
"0xd947e9dbb0e173874cbe28aff8d71196ed92c9a1","2","No"
"0xfe272453cdbe33969155e54f5eaa9267beeaa496","2","No"
"0xf8e6150134190decc27348d9cac7c5923c3f22e4","2","No"
"0xc2e4ef63aa7030ff72563c00f29ec67280c0cf75","2","No"
"0xb3ad58d8c847db577ffa20f392befc58f1cad73a","2","No"
"0x3abc57b7a3cd031d878506d3d084e23ac6af8e5d","2","No"
"0x88e45c78d386350e38fdc0b8521396eb46bc35a9","2","No"
"0x21a1f71a78cce6960891121859a956d006c4ef8c","2","No"
"0x8041161d4698aa0b3b9e7e27bf5a52420d8ac38b","2","No"
"0x5324793c49a2e05165b341b5ac898d040ce27c14","2","No"
"0xa01dcec0b1ee9f686d173d40e8fe4dbb8e9bc2e6","2","No"
"0xbff031c15628c655a6fb46667553e4491a27291a","2","No"
"0xbcdfe1b35b5a5e576a63545fb5e274fff2426681","2","No"
"0xd3b3c6465beda6f5722dfc5348f3593fa0165750","2","No"
"0xccc59e628332c733ef06cf95b4e3871c4d246890","2","No"
"0x743b6a564dc23912cc6d67e78db6e07e66bd3515","2","No"
"0x0292c5d8e2d374284bf9df010be69ade9b6d4d34","2","No"
"0x1a35746e1f5ed18d5e3a9d22db40d8e5abd1e13d","2","No"
"0x47167d1115c16db59b5d49b8ff94b544fc4fc103","2","No"
"0xf8abcd1c307a0bde6532d14b26746ef1bcea52fc","2","No"
"0x985aa46802de3b8306cfc2db77446ff9e536f459","2","No"
"0x61939bb47bb247c87e2c55c98a8fd15ee2bb56ce","2","No"
"0x62c8cea1b30e25685cf18fc954626cbbce39630f","2","No"
"0x8750aa899b1bf0099a641785fb680678290c858d","2","No"
"0x009a40c7f6a249bc5a856d93d3626e78e1a44941","2","No"
"0x96c2a1cf7ca419ee014fc87682f6ec5076aa3834","2","No"
"0x2f8b25a18433c07fd43a5056778ed7142f6910fb","2","No"
"0xad130ae0cbcb5f723bc371ff19452c9f8fabc192","2","No"
"0xd7b2879c8922cd704e41e8cc1f18f6994d6b7c36","2","No"
"0x1ea2cf57c7c86a6d027c94080edca7d751d9ed61","2","No"
"0x4729f0dedd1b523ca5e281c56496abc2db660fa2","2","No"
"0xd5fdf3a8cc7de901eb5328047ad804a78ffc2f37","2","No"
"0x56af59b82ddf6c6da375af4a597f8aefba3ccdcb","2","No"
"0x2687bc1fef0539217659219296724bc9571b061f","2","No"
"0x131a0be2bdab7aa88a2d020571b2232937e12110","2","No"
"0xe102e8cad8e49d5507f6a00d8d18d3be70cc08f5","2","No"
"0x779b1d7028932072defd92f753e2de12bc9f5c2d","2","No"
"0xa82bf77258433d0c1f7ecb0f2aeda02204fe9e76","2","No"
"0x917a6079f60094901b6be12b169281dfd2557447","2","No"
"0xa83712ae0ee5cf59e08cc6c636374b418ca3b160","2","No"
"0xed777c688970767bcd9f6dc19a2f25a85474a013","2","No"
"0x4838641eb91375fbf9787439195121e79799c8db","2","No"
"0x316797ff4d977d623236ddec70f64598a089e1d5","2","No"
"0xf418f03309a3dd8d11e7449f2fa98bd1d767ea77","2","No"
"0xfb0dcdb4251ff32259475789e355a3fb86515503","2","No"
"0x520c7792f2343c7a5c9f230bd39c565918fcf215","1","No"
"0x3ac779e9ce9b69102da74330e54c8a127f9f4506","1","No"
"0x3dc761bd2aeda9eb16c6b13cba359942a1bb2278","1","No"
"0x9d9fa64bd35f06c9f0e9598a7df93c31d72d14ce","1","No"
"0xcd7f6b72049c3b54416f9f26392cb271e74ca3fd","1","No"
"0x66d99b0aac3d5d7d84b7b584fdfd2ccdbbbf3d7b","1","No"
"0x1a981dfc4b21ddd976168fa09b23c1de19c382e0","1","No"
"0x111818a51c4177e8980566beea68fe334be7b76a","1","No"
"0x7978a2c3cfaacd5c1b1f81b8d2bd6432c493d04e","1","No"
"0x1151ac6ab78519ed034d671820c78e7ba98e846e","1","No"
"0x53411aaa44d60c5d9e066b713cf9cbee19078472","1","No"
"0xc6ade353c837eba0cb2a85419b7ab50e59eb2a95","1","No"
"0x6a68cc6fbe089c3726f9f78f4d954fd4d6099570","1","No"
"0xfd6cbd952262d6ebba911d7d4d323a29b9aea5a9","1","No"
"0x39261792f9c017aae383cc33cb80154e93c0bb09","1","No"
"0xfa42d7f197f2793cca274186a4bdbf6ade5a8884","1","No"
"0x2072d18a60ad4040cedb5a7fd3a0d09da3d5e4dd","1","No"
"0x0b8f4c4e7626a91460dac057eb43e0de59d5b44f","1","No"
"0xffaec35f84921f7290d35f773c66c5149a9cb2e2","1","No"
"0x37b7487f65960ac12e5c06175549e81efc85a678","1","No"
"0x583e3282832e8ef1336b9958098fb0b5e9fe0813","1","No"
"0xa06a66d8230fef52b815aff621f8e9f041d37349","1","No"
"0x68b53aa18d1b8437b7cd9524040c776e2261e06d","1","No"
"0xc1e42f862d202b4a0ed552c1145735ee088f6ccf","1","No"
"0x3fb65feeab83bf60b0d1ffbc4217d2d97a35c8d4","1","No"
"0x049808d5eaa90a2665b9703d2246dded34f1eb73","1","No"
"0x7565deddcb83a14b185eb9520914bb918cdfe983","1","No"
"0xf8d460621b04fe100b9efea1de1cb1991bad7b09","1","No"
"0xc2827c709fa31404a623a1bbc6206f14aceeafed","1","No"
"0x87ac10cfd47c936e608e198ffadf646abd61a620","1","No"
"0x30fe5930a6bce7618b0d78715d4525a9053fa75e","1","No"
"0x97e43918626a5534c49d4b219bad8084aa700345","1","No"
"0x2f45724d7e384b38d5c97206e78470544304887f","1","No"
"0x88205179174e7e1bbe002045e70a7efe99b86b96","1","No"
"0x9e49b7869a5014d6778dae92e27f2281041cc30d","1","No"
"0x78d3c01365b196ac94ec0754ef0ee051572bbbdd","1","No"
"0x76507abaeacf7061468b00317ce0da3a3c4be6ac","1","No"
"0x88b57f414fdf0df3816ea92c2883c16a128451b9","1","No"
"0x33bd61af24582c8742264d6a06f876fba211ef60","1","No"
"0x80d2fbb117b09c91886e47711f0f6b3e62efd1a0","1","No"
"0x46000d22547a04e8cfb7a63fefea6038e6a568e8","1","No"
"0x6201dc07e00bfab08ce2fcb039741ac1c2c77e2e","1","No"
"0x2f05a1f7ed11734cacb7f62f979eecb09e68b360","1","No"
"0xeaface48edb95bfc486c13e56f0471257dad31fe","1","No"
"0xc4e245226537a0b1c5af30079eb0251504b42793","1","No"
"0xd7d126110624a753cd36a5bbcc0345825ee428ec","1","No"
"0x050d1b4a57fdf2e69ed13735044d9ba33a3a4c72","1","No"
"0x5a813b82e4520f5534ec617747c1887b9f03f051","1","No"
"0xac2d7e0ed8cccecc3ba6a6280ee8848bd3c93ad4","1","No"
"0xa8f181162811f52bbee7b9c22e0f3469813a8972","1","No"
"0xda918c71780b2ae1b8d4c0546b1aab0cadc21e4b","1","No"
"0x0dae9b9b5fd58653c3a2fd2c1ab27162a7227549","1","No"
"0x5cf8574c6a0ee0cd2069fa8c687dca5644637c01","1","No"
"0xa26b55e4b0beecd6bbfb6c81f506be10ca9806bd","1","No"
"0x74f54b4435eff8d5f680644cc6482434eb9221db","1","No"
"0xa679c6154b8d4619af9f83f0bf9a13a680e01ecf","1","No"
"0x292c6dae7417b3d31d8b6e1d2eea0258d14c4c4b","1","No"
"0xa8d08af73f7df1807774e56e114ff3dad4666165","1","No"
"0xe0719af1123a4f6beff552d5fb963cb278ca1ae2","1","No"
"0x82fab1819986492a0799f65b4ddfb6b570f881e0","1","No"
"0xe506cf9defdd82723ce5b3ffe425decdf78a543d","1","No"
"0x3d61165c0f5a396b63745999349b1c06d5e6f225","1","No"
"0x1d5228eb63db25286074dc68b1817490c7d26db8","1","No"
"0xb2f13661eb385286ab330ba0e7661a1636793186","1","No"
"0x9139f20fde571be754473cc0aa903f41bb5995fd","1","No"
"0x0e002e94b960a572146a47859773cacc19805857","1","No"
"0x75099a939ca72da8216ac1ed16414bef756abcdb","1","No"
"0xcd1d61e5ca822ae47dabca328da705e2ef940f83","1","No"
"0x9b8aaf7a548fcf44b21158caea293d7bd8adc22c","1","No"
"0xf654611f80035fabb6a3582f4880cbf000080141","1","No"
"0xe408e6953a307f8f410a02a3e36a3ad9c48aabe5","1","No"
"0x4b7ff09cb15743129c980c22832913a0250b320f","1","No"
"0x42c1905bbe243cc125cc7426381309748091f250","1","No"
"0x14fdfd2954a6a20eb6c459fe868423136499cd17","1","No"
"0x77fa1ee96a92a4f5a64e53abf906fbc00d9a788e","1","No"
"0x48f41e4c1a00a61755698aca74cf16d5b8c77b2f","1","No"
"0xeb38616ff63fd82eac754135e2068271ec8a2c1d","1","No"
"0x417a604a4bffbf89546fd8bc6bfd1b20c133c32e","1","No"
"0x7c0aca16d409ad72f1729fdda4205374eb853645","1","No"
"0x88451fdbdb2d002008136d3626aafda5e85d4dae","1","No"
"0x85c8b84498363f4aed187e5be7a1d9d8eea2a378","1","No"
"0xdc75f1d39b1b8390cbf837f3c18823b505b2c57d","1","No"
"0xdf307e5752e0484c855159b136982babf0b0b354","1","No"
"0x26b292487cfe8afda97ffe84d258319d993a0283","1","No"
"0x5620afa09991ef3a87d29c5ff3c550e5c898f5c7","1","No"
"0x98b33d164e41d7a0a7eb6393d8e92d183f4a92bd","1","No"
"0xab2575851fba7d4b6df7e1a0588aa54e72c48fea","1","No"
"0x227052d3e2e13f5838459ae506697024d749af4e","1","No"
"0x64e714344780b12384597f5bf9ae35f9adf98863","1","No"
"0x94042981fbe827237acf0d49bbb51fa8c1c56aa1","1","No"
"0xa6fb21afe1fc7ce725122ac72b5009627f327b7b","1","No"
"0xc9673c6d77564655421a9b23a3fd2b9606bcec2b","1","No"
"0xd8d97db2a8caec33d58420aaf637cb41058cb58d","1","No"
"0xd164ff4c786d851a0e2d2fc1bf78370dc9cc1d80","1","No"
"0x9885a84930e3c8c865a1d3debdc204f990bab7c3","1","No"
"0x3ab1af482fc59834eb23bcc9029b7b5fd206a511","1","No"
"0x8c774e47543946f288f02603c1a816f6d1a1577c","1","No"
"0xaee2ae13ebf81d38df5a9ed7013e80ea3f72e39b","1","No"
"0x3d1f07d3c60268edceea094f1f7732ca8f86e78d","1","No"
"0xc8d992f9347fd8615e9aee5d3822538f2224b9f7","1","No"
"0x7e3b9e461d1ccd4d0ec4cf09fc1de9d6d4e335ac","1","No"
"0xdd78aa83eb209d3a83330368daffa80a393285a5","1","No"
"0xb143e19f2fe9c615840c4812ff6462d831edae34","1","No"
"0xdf67d679c714f74f53c65336a347e7414fff2077","1","No"
"0x550f21b6ce42a3e1338d7f85f8c8775749087390","1","No"
"0x0f29f0f11906c8b50ba41bd0d156a335aa50382e","1","No"
"0x3763ee05f03b15a0ddb80dd8ac74a58082e03110","1","No"
"0x2c941171bd2a7aeda7c2767c438dff36eaafdafc","1","No"
"0x3965e17f45979142bedad0bb266ced15313e2ae3","1","No"
"0x0595cc0e36af4d2e11b23cb446ed02eaea7f87fd","1","No"
"0x0b7917b62bc98967e06e80efba9abcaccf3d4928","1","No"
"0xf187af150c87ab964709428f673e6c2a055ce226","1","No"
"0x85893cc28f86c3138e1e3f888b16466e8accafc6","1","No"
"0x9d65b0c72fa97d00bbe6507ca0cd43240948744c","1","No"
"0x176cdab36b305e2e82958618b944e5dc080d9596","1","No"
"0x7ec6ffd8c5d5620903a22ce7a8b37d62e0e6559a","1","No"
"0xb339d14ce639c38f30d70a3f500d0caa8cc7fc3a","1","No"
"0x2cfdf50a25038454ff3b4057b79024dc2814766c","1","No"
"0x72cdd6b287b25ce77d23e7cf62a051e1099660e2","1","No"
"0xd3b054d0c661b762f764f8e7b973389a41ec868a","1","No"
"0x592234c63ac3c816b0485761bc00fc1b932d18fd","1","No"
"0xbbc01d7d7459f869250e7f105d4014065f7106ed","1","No"
"0x0f7981ae60708d4d64040999e463f106b13f07c5","1","No"
"0xb5f54e7f3f5cdcf0ce6e165fc2e3f826cfcd5457","1","No"
"0xd0893aa51805ce106c161104adac46e0506c7044","1","No"
"0x4ac322e175de5198cd2022934aa0b22aa565f4be","1","No"
"0x37b699d7eead58433d352d1c77b2db1391f11ce5","1","No"
"0xcf3b555729822b93ab8f05c9124b10243cd3748f","1","No"
"0xdb1d2cf57119339ec296e0d1e8c0b09b15cb874b","1","No"
"0x8f688a91695f7d2a1e93e57cedcbf5c5202f617b","1","No"
"0xb1ec171401c914b437d331994b328ac01d904671","1","No"
"0xac977edfa175179b4539c9e6574d8c06c17ca558","1","No"
"0xd9be0fdf56f319d31d2c893abb529ddf78c7df63","1","No"
"0x0eb35e07e21e73d812d480cd308d645c227b53bc","1","No"
"0xe4c0de64fe32f7e5486db71aa1e93684d96233d4","1","No"
"0x5498f6e2a58b767c3c89431cdb79a8c26adfa14c","1","No"
"0x6621844fe297fd4db67ec65413b3c8284b94d02a","1","No"
"0x1fd9f1d1044fe6621dc25aa49eb4c6e36264440e","1","No"
"0x48112a23e1970711a15ddfbc7b27219b3fe787cb","1","No"
"0x7cd7a5a66d3cd2f13559d7f8a052fa6014e07d35","1","No"
"0x479b537c591877b7b6f7a084e9b07d90c4bff688","1","No"
"0x4f69c39fe8e37b0b4d9b439a05f89c25f2c658d3","1","No"
"0xa3b67e82687f6da49359f4e1e117c7bb5b95120b","1","No"
"0xc55ba66cab0298b3a67e1d0bf6a1613907941b09","1","No"
"0x3709d736f2615ae8e2f429e63aa3e1494b353d94","1","No"
"0x350f03aabd49bcbd94e81fdb9f37e2de5006c196","1","No"
"0x9166ef66cc82f593794e3868b738aa97601803d4","1","No"
"0x56c893f95c83982fc5ac5996d75f6875c63aaefc","1","No"
"0xdc7aa225964267c7e0efb35f4931426209e90312","1","No"
"0x2bfe66759f0331066f3e7d57b3dc9a96bfc17927","1","No"
"0x9c73959f4462c5ad98182c141385cc95820310d4","1","No"
"0x1e91469fc4bb83280725965a5217d621bac348ae","1","No"
"0x1335529f2ed27dec0195075e8a158495493ee10f","1","No"
"0x27aa404a2f6934d78b89bf7fffb20fdbac357d4b","1","No"
"0x5c1107c0b301e73b26bc32cbe7ace9158ac98071","1","No"
"0x170e81f0d7244f08b0b8b67a24e70b974e43595b","1","No"
"0x19f7e493d28f4c802e3733d0d412788a9d3ba7e3","1","No"
"0x333345727be2ec482baf99a25cb1765cb7b78de6","1","No"
"0x441f9fbda9cea889a6924a1b32c51d7129516fce","1","No"
"0x3bcec4a951741d1442827cbbf8c9a3ef1a5a5f3e","1","No"
"0xe1d29d0a39962a9a8d2a297ebe82e166f8b8ec18","1","No"
"0x6fac8cb44b67cb971e99a0044e6e502cd5fb0b2a","1","No"
"0x81c2eee2902eda6db28a448d8a814f221718ba2d","1","No"
"0x59b8a3829124028b92f3f5400eb1bea5dc9a2c78","1","No"
"0xd797000176455865aff99245399d375e266a788e","1","No"
"0x9b04ff0e60b17f2ef155dfb1de7268e2153d064e","1","No"
"0x7705e47bd6eb6dc5a11aa1839639f3dc6e1a6eaf","1","No"
"0x6e0b07f2e190b12c3980501225a7edf5a0b8e4a5","1","No"
"0x41b6a89b65581cc36c5bddbd599ef7bb1f846adf","1","No"
"0x23e43b5e5d0d99dc0a69dccf0705a87bc5825fb6","1","No"
"0xd91e3b39189f643732c0686291d4742ebb487b5d","1","No"
"0xf3b98123df006b6bd886fdb6c7cbf0583914e0a5","1","No"
"0x5e50cc64518b43dd30d7da5420c7ea23f223e2e0","1","No"
"0xf7ffc113f5a77594d6c44a4d7323b816b9adac09","1","No"
"0xc9f2e3639dab234687a0f5c52427650a6448b691","1","No"
"0x1593d9ad64c7d2f00174109b883c32ec95f9dbbe","1","No"
"0xe46c821441771cf14f1d07602b27c64ca3341a12","1","No"
"0x5273dfe4479d32acee06821fb3345a1e42f8817f","1","No"
"0x60a5dcb2fc804874883b797f37cbf1b0582ac2dd","1","No"
"0xc2681d0606ebd7719040f2bc1c0fda3e9215db90","1","No"
"0xa0acc2ae14c814d97c766ae2582150c415cef1e6","1","No"
"0x5e1c299fcc71b4a360df1eab56cb51814e5f6eb3","1","No"
"0x0be240d03a8ee5f61affd8c5a38e88c05d1419f5","1","No"
"0xc0cd98ad1a7a0bc410b93533eb5efc17cb47b214","1","No"
"0x5c7cf5a5df5ca98e435e66fb0fc04a9ba883a8c4","1","No"
"0xa90050fb5a899f624fda67aa06006231e8840918","1","No"
"0x04fa5c3869ded7d00f36f13597a2f46aee4c9220","1","No"
